title,phone,rating,review,address,post_code,website,facebook,twitter,instagram,youtube,emails
Mis Mannered Pups,+61 422 697 519,5.0,6,"Wantirna VIC, Australia",3152,https://www.mismanneredpups.com.au/,No Available,No Available,No Available,No Available,"info@mismanneredpups.com.au, info@mismanneredpups.com.au, info@mismanneredpups.com.au"
Calmk9,+61 422 900 190,5.0,2,--Not Provided--,-,http://calmk9.com.au/,No Available,No Available,No Available,No Available,
Puddles and Pippin,--Not Provided--,5.0,6,--Not Provided--,-,http://www.puddlesandpippin.com/,https://www.facebook.com/puddlesandpippin,No Available,https://www.instagram.com/puddlesandpippin,No Available,"matt@pixelspread.com, impallari@gmail.com, hello@rfuenzalida.com"
Animal People,--Not Provided--,5.0,1,--Not Provided--,-,http://animalpeople.com.au/,No Available,No Available,No Available,No Available,"admin@animalpeople.com.au, admin@animalpeople.com.au, admin@animalpeople.com.au, admin@animalpeople.com.au"
Windsor Walkies Pty Ltd,--Not Provided--,5.0,36,--Not Provided--,-,http://www.windsorwalkies.com.au/,https://www.facebook.com/362732490475390,No Available,https://www.instagram.com/windsorwalkies,No Available,micah@micahrich.com
Calm k9 training,+61 422 900 190,5.0,3,--Not Provided--,-,http://calmk9.com.au/,No Available,No Available,No Available,No Available,
Dogtime Pet Services - Dog Trainer,+61 435 179 200,5.0,1,"Brighton East VIC, Australia",3186,http://dogtime.com.au/,https://www.facebook.com/corgirescueau,No Available,No Available,No Available,
HavaWalk,+61 411 919 315,5.0,4,--Not Provided--,-,https://havawalk.com.au/,https://www.facebook.com/111194191526563,No Available,https://www.instagram.com/havawalk,No Available,"impallari@gmail.com, hello@rfuenzalida.com, filler@godaddy.com, filler@godaddy.com, havawalk@gmail.com"
Works For Birds - Training & Behavior,+61 408 350 942,5.0,5,"Burwood VIC, Australia",3125,http://www.worksforbirds.com.au/,https://www.facebook.com/worksforbirds,No Available,No Available,https://www.youtube.com/iframe_api,"melvincent@worksforbirds.com, melvincent@worksforbirds.com.au"
Wag It Dog Walking,--Not Provided--,5.0,1,--Not Provided--,-,http://www.wagit.com.au/,https://www.facebook.com/wagitliz,No Available,No Available,No Available,
HavaWalk,+61 411 919 315,5.0,1,--Not Provided--,-,http://www.havawalk.com.au/,https://www.facebook.com/111194191526563,No Available,https://www.instagram.com/havawalk,No Available,"impallari@gmail.com, hello@rfuenzalida.com, filler@godaddy.com, filler@godaddy.com, havawalk@gmail.com"
Diggers Herding & K9 Education,--Not Provided--,4.8,24,"Sunbury VIC, Australia",3429,http://www.diggersherding.com/,https://www.facebook.com/Diggers,No Available,No Available,https://www.youtube.com/embed/UpsAQK7KFQI,"info@diggersherding.com, info@diggersherding.com"
Lead From The Front Dog Training,+61 402 918 585,5.0,1,--Not Provided--,-,https://www.leadfromthefront.com.au/,http://www.facebook.com/2008,No Available,No Available,No Available,
Jess' Canine College,+61 433 487 683,5.0,7,--Not Provided--,-,http://www.jesscaninecollege.com/,https://www.facebook.com/caninecollegemelbourne,No Available,https://www.instagram.com/caninecollegemelbourne,No Available,"jesscaninecollege@gmail.com, jesscaninecollege@gmail.com"
Get Your Dog Walking,+61 438 161 113,4.9,14,--Not Provided--,-,https://www.getyourdogwalking.com.au/,https://www.facebook.com/GetYourDogWalking,No Available,No Available,No Available,hello@GetYourDogWalking.com.au
Puppy School,+61 3 9480 1333,5.0,1,"Thornbury VIC, Australia",3071,https://www.thornburyvet.com.au/about-us,http://www.facebook.com/2008,No Available,https://www.instagram.com/thornburyvet,No Available,
Triple RRR Dog Training-Rescue Rehabilitate Retrain,+61 438 767 745,5.0,1,--Not Provided--,-,http://triplerrrdogtraining.com.au/,https://www.facebook.com/Triple,No Available,https://www.instagram.com/invites,No Available,"mandy@triplerrrdogtraining.com.au, mandy@triplerrrdogtraining.com.au"
Andy's Doggy Day Care,--Not Provided--,4.6,76,"Brunswick East VIC, Australia",3056,http://www.andysdoggydaycare.com.au/,https://www.facebook.com/ultraflowgutterguard,No Available,No Available,No Available,"andysdoggydaycare@gmail.com, andysdoggydaycare@gmail.com, andysdoggydaycare@gmail.com, andysdoggydaycare@gmail.com, andysdoggydaycare@gmail.com"
From A Dog's View (Puppy School),+61 414 999 480,5.0,1,"West Footscray VIC, Australia",3003,https://www.fromadogsview.com.au/puppy-classes/,https://www.facebook.com/fromadogsview,No Available,https://www.instagram.com/fromadogsview,No Available,"info@fromadogsview.com.au, info@fromadogsview.com.au"
Whyte Whispers Dog Trainer,+61 484 097 314,5.0,3,--Not Provided--,-,http://www.whytewhispers.com/,http://www.facebook.com/2008,No Available,https://www.instagram.com/whytewhispers,No Available,"whytewhispers@gmail.com, whytewhispers@gmail.com"
Nose A Lot,+61 437 669 022,5.0,1,--Not Provided--,-,http://nosealot.com.au/,https://www.facebook.com/NoseALot,No Available,No Available,No Available,
